num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %,Rep_of_class_predict,Sequences_by_cltr,family_2021,family_2023,family_divercity,Genus,Protein_type,Protein_class,Host,Chain
3779,ON212266.1_70_68700_69689,329,978,0.96,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3780,ON212266.1_74_71568_72791,407,978,0.9,6,4.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3781,ON212266.1_75_72906_74924,672,979,0.93,19,7.0,36.84,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3782,ON212266.1_81_76962_79163,733,978,0.92,22,7.0,31.82,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3783,ON212266.1_94_85503_87221,572,979,0.93,14,3.0,21.43,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3784,ON212266.1_98_89348_90463,371,978,0.99,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3785,ON212266.1_99_90465_92801,778,978,0.95,24,19.0,79.17,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3786,ON212266.1_106_95427_98168,913,978,0.98,31,24.0,77.42,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3787,ON212266.1_110_99910_100968,352,979,0.97,3,2.0,66.67,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3788,ON212266.1_115_103863_106145,760,979,0.92,23,6.0,26.09,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3789,ON212266.1_116_106216_107319,367,979,0.82,4,2.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3790,ON212266.1_121_108927_110537,536,978,0.96,12,7.0,58.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3791,ON212266.1_131_114669_115679,336,978,0.99,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3792,ON212266.1_132_115706_116650,314,978,0.99,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3793,ON212266.1_138_120278_121324,348,979,0.92,3,1.0,33.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3794,ON212266.1_142_122971_124056,361,978,0.98,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3795,ON212266.1_144_124370_125794,474,978,0.97,9,9.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3796,ON212266.1_147_126652_127845,397,978,0.88,5,2.0,40.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3797,ON212266.1_152_129083_130513,476,978,0.96,9,6.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3798,ON212266.1_157_131875_133821,648,978,0.94,18,13.0,72.22,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3799,ON212266.1_158_133833_135221,462,978,0.94,9,4.0,44.44,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3800,ON212266.1_160_135784_136752,322,978,0.99,2,1.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3801,ON212266.1_178_144324_145655,443,978,0.96,8,7.0,87.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3802,ON212266.1_179_145657_147567,636,978,0.93,17,9.0,52.94,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3803,ON212266.1_188_151689_153281,530,979,0.99,12,4.0,33.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3804,ON286973.1_1_1_1983,660,979,0.94,18,6.0,33.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3805,ON286973.1_4_2920_4104,394,979,0.94,5,5.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3806,ON286973.1_10_6682_7722,346,600,0.99,3,1.0,33.33,AYD75927.1,93,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,Trichovirus,replicase,Replication-Transcription,Malus domestica,ssRNA(+)
3807,ON286973.1_11_7756_9216,486,978,0.94,10,2.0,20.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3808,ON286973.1_26_13957_19584,1875,978,0.97,79,70.0,88.61,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3809,ON286973.1_27_19635_21380,581,978,0.99,15,13.0,86.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3810,ON286973.1_29_21668_22711,347,978,0.98,3,2.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3811,ON286973.1_32_23726_24766,346,978,0.97,3,3.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3812,ON286973.1_33_24779_26851,690,978,0.97,20,10.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3813,ON286973.1_35_27549_29039,496,945,0.96,10,3.0,30.0,QXC77018.1,34,Herpesviridae,Orthoherpesviridae,Herpesviridae,Mardivirus,UL36,Structural-Envelope,Gallus gallus,dsDNA
3814,ON286973.1_36_29145_32744,1199,978,0.99,45,42.0,93.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3815,ON286973.1_40_34412_35998,528,978,0.96,12,7.0,58.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3816,ON286973.1_41_36027_38273,748,978,0.98,23,23.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3817,ON286973.1_42_38309_40906,865,978,0.94,29,25.0,86.21,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3818,ON286973.1_46_42992_43996,334,979,0.98,2,1.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3819,ON286973.1_49_45379_47715,778,978,0.96,24,17.0,70.83,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3820,ON286973.1_53_49150_50526,458,978,0.97,8,7.0,87.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3821,ON286973.1_59_53710_54717,335,978,0.99,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3822,ON286973.1_61_55176_56153,325,146,0.98,2,2.0,100.0,NP_987087.2,711,Astroviridae,Astroviridae,Astroviridae,Avastrovirus,polymerase,Replication-Transcription,Gallus gallus,ssRNA(+)
3823,ON286973.1_63_56640_58196,518,978,0.81,11,2.0,18.18,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3824,ON286973.1_64_58297_59844,515,979,0.93,11,5.0,45.45,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3825,ON286973.1_87_72438_73577,379,978,1.0,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3826,ON286973.1_92_75268_76248,326,979,1.0,2,2.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3827,ON286973.1_99_79156_80139,327,220,1.0,2,2.0,100.0,ATE46284.1,394,Potyviridae,Potyviridae,Potyviridae,Poacevirus,polyprotein,Polyprotein,Saccharum officinarum,ssRNA(+)
3828,ON286973.1_102_80937_83252,771,978,0.96,24,7.0,29.17,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3829,ON286973.1_103_83291_84379,362,979,0.95,4,4.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3830,ON286973.1_105_84658_86796,712,979,0.93,21,4.0,19.05,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3831,ON286973.1_106_86912_87844,310,735,0.87,1,1.0,100.0,QJI53756.1,62,Parvoviridae,Parvoviridae,Parvoviridae-Bidnaviridae-Baculoviridae,Bidensovirus,structural protein,Structural-Envelope,Motacilla cinerea,ssDNA(+/-)
3832,ON286973.1_114_90698_91744,348,979,0.93,3,2.0,66.67,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3833,ON286973.1_192_121644_122870,408,978,0.94,6,4.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3834,ON286973.1_203_126061_128838,925,978,0.99,32,28.0,87.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3835,ON286973.1_204_128897_130975,692,978,0.98,20,17.0,85.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3836,ON286973.1_209_132990_134315,441,978,0.97,8,8.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3837,ON286973.1_211_134715_136085,456,978,0.96,8,3.0,37.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3838,ON286973.1_212_136085_137290,401,979,1.0,6,6.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3839,ON515458.1_2_900_3161,753,978,0.98,23,17.0,73.91,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3840,ON515458.1_5_4038_5324,428,979,0.92,7,1.0,14.29,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3841,ON515458.1_6_5324_7222,632,978,0.9,17,4.0,23.53,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3842,ON515458.1_22_12741_14069,442,978,0.98,8,7.0,87.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3843,ON515458.1_25_15082_16107,341,89,0.84,3,1.0,33.33,QKI28857.1,1282,Alphasatellitidae,Alphasatellitidae,Alphasatellitidae-Nanoviridae-Geminiviridae,Colecusatellite,replication associated protein,Replication-Transcription,Gossypium hirsutum,ssDNA
3844,ON515458.1_34_19212_20648,478,978,0.87,9,4.0,44.44,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3845,ON515458.1_36_21016_22173,385,978,0.95,5,1.0,20.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3846,ON515458.1_37_22248_24947,899,978,0.98,30,16.0,53.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3847,ON515458.1_53_33182_34228,348,978,0.81,3,1.0,33.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3848,ON515458.1_55_34486_36177,563,978,0.91,14,5.0,35.71,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3849,ON515458.1_58_37208_38917,569,978,0.93,14,4.0,28.57,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3850,ON515458.1_64_41240_43492,750,979,0.95,23,11.0,47.83,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3851,ON515458.1_65_43529_44704,391,979,0.96,5,1.0,20.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3852,ON515458.1_68_45346_46503,385,978,0.91,5,1.0,20.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3853,ON515458.1_92_54999_56528,509,979,0.97,11,3.0,27.27,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3854,ON515458.1_99_58622_59731,369,964,1.0,4,1.0,25.0,QKU33935.1,32,Mimiviridae,Mimiviridae,Mimiviridae,Mimivirus,putative ATP-dependent RNA helicase,Replication-Transcription,Acanthamoeba polyphaga,dsDNA
3855,ON515458.1_101_60373_62154,593,978,0.99,15,14.0,93.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3856,ON515458.1_102_62165_63238,357,978,0.89,3,2.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3857,ON515458.1_114_68518_70734,738,978,0.95,22,6.0,27.27,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3858,ON515458.1_121_72634_73545,303,979,0.99,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3859,ON515458.1_124_74041_75048,335,979,0.85,2,1.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3860,ON515458.1_130_76891_77952,353,493,0.86,3,1.0,33.33,QPB10704.1,131,Astroviridae,Astroviridae,Astroviridae,Avastrovirus,RNA-dependent RNA polymerase,Replication-Transcription,Meleagris gallopavo,ssRNA(+)
3861,ON515458.1_131_78129_79043,304,978,1.0,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3862,ON515458.1_147_85421_86767,448,979,0.95,8,5.0,62.5,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3863,ON515458.1_160_91256_92410,384,978,0.98,5,5.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3864,ON515458.1_173_96575_97489,304,979,0.92,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3865,ON515458.1_193_106840_108609,589,978,0.91,15,13.0,86.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3866,ON515458.1_194_108611_110677,688,978,0.94,20,13.0,65.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3867,ON515458.1_195_110709_112634,641,978,0.94,18,15.0,83.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3868,ON515458.1_196_112715_115801,1028,978,0.98,37,22.0,59.46,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3869,ON515458.1_197_115802_116794,330,978,0.95,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3870,ON515458.1_199_117664_119481,605,978,0.98,16,14.0,87.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3871,ON515458.1_201_120159_121544,461,978,0.96,9,2.0,22.22,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3872,ON515458.1_202_121555_123306,583,978,0.98,15,14.0,93.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3873,ON515458.1_203_123345_124271,308,978,0.99,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3874,ON515458.1_207_126439_128268,609,978,0.98,16,10.0,62.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3875,ON515458.1_208_128288_130279,663,978,0.92,19,14.0,73.68,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3876,ON515458.1_210_130869_132443,524,978,0.99,12,10.0,83.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3877,ON515458.1_215_134590_136158,522,978,0.99,12,11.0,91.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3878,ON515458.1_216_136246_137535,429,978,0.98,7,6.0,85.71,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3879,ON515458.1_221_139138_140637,499,105,1.0,10,5.0,50.0,ABX25838.1,1132,Retroviridae,Retroviridae,Retroviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Felis catus,ssRNA-RT
3880,ON515458.1_236_147787_148806,339,978,0.94,2,1.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3881,ON515458.1_241_150714_152147,477,978,0.98,9,7.0,77.78,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3882,ON515458.1_247_154397_156520,707,979,0.91,21,8.0,38.1,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3883,ON515458.1_255_159139_160098,319,978,1.0,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3884,ON515458.1_259_161426_165199,1257,978,0.99,48,46.0,95.83,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3885,ON515458.1_260_165199_166323,374,979,0.92,4,1.0,25.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3886,ON515458.1_262_167050_170778,1242,978,0.98,48,42.0,87.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3887,ON637772.1_31_10925_12667,580,978,0.95,14,11.0,78.57,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3888,ON637772.1_32_12664_14229,521,979,0.92,12,6.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3889,ON637772.1_36_16052_17122,356,978,0.97,3,3.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3890,ON637772.1_44_20694_26243,1849,978,0.94,78,25.0,32.05,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3891,ON637772.1_46_27205_28917,570,639,0.97,14,3.0,21.43,YP_009164031.1,83,Flaviviridae,Flaviviridae,Flaviviridae,Flavivirus,polyprotein,Polyprotein,Culex tarsalis,ssRNA(+)
3892,ON637772.1_50_30508_31887,459,978,0.96,8,3.0,37.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3893,ON637772.1_52_32159_33313,384,979,0.99,5,5.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3894,ON637772.1_57_34886_35851,321,978,0.86,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3895,ON637772.1_61_37188_38141,317,979,0.96,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3896,ON637772.1_62_38138_39220,360,979,0.97,3,3.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
