num_seq,num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Rep_of_class_predict,family_2021,family_divercity,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,Genus,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %
716,670,NODE_2367_length_1221_cov_2.270000_1_168_1220,351,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
717,671,NODE_2374_length_1220_cov_8.705187_1_3_1085,360,220,0.97,ATE46284.1,Potyviridae,Potyviridae,Potyviridae,347,394,polyprotein,Polyprotein,Saccharum officinarum,ssRNA(+),Poacevirus,2,1.0,50.0
718,672,NODE_2375_length_1220_cov_5.211101_1_55_1164,369,735,1.0,QJI53756.1,Parvoviridae,Parvoviridae-Bidnaviridae-Baculoviridae,Parvoviridae,2469,62,structural protein,Structural-Envelope,Motacilla cinerea,ssDNA(+/-),Bidensovirus,2,2.0,100.0
719,673,NODE_2390_length_1218_cov_6.227894_1_2_1216,405,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
720,674,NODE_2395_length_1218_cov_2.847767_1_1_1041,346,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
722,675,NODE_2401_length_1218_cov_1.826800_1_1_1218,406,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,1.0,33.33
723,676,NODE_2410_length_1217_cov_4.143248_1_2_1216,405,100,0.91,YP_010086240.1,Phenuiviridae,Phenuiviridae-Peribunyaviridae,Phenuiviridae,859,1192,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(+/-),Bandavirus,3,1.0,33.33
724,677,NODE_2411_length_1217_cov_3.969891_1_2_1216,405,978,0.97,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,3,1.0,33.33
725,678,NODE_2412_length_1217_cov_3.863139_1_1_1215,405,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
726,679,NODE_2413_length_1217_cov_3.635036_1_1_1059,353,574,1.0,AXU44617.1,Secoviridae,Secoviridae,Secoviridae,214,103,coat protein 1,Structural-Envelope,Oryza sativa,ssRNA(+),Waikavirus,2,1.0,50.0
727,680,NODE_2426_length_1215_cov_7.500000_1_2_1213,404,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
728,681,NODE_2427_length_1215_cov_5.053931_1_2_1135,377,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
729,682,NODE_2429_length_1215_cov_2.544790_1_3_1214,404,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
730,683,NODE_2431_length_1215_cov_2.227605_1_1_1215,405,477,1.0,ADZ55759.1,Secoviridae,Secoviridae,Secoviridae,2688,135,polyprotein,Polyprotein,Vigna unguiculata,ssRNA(+),Comovirus,3,1.0,33.33
731,684,NODE_2446_length_1213_cov_1.341575_1_3_1082,360,830,1.0,ARF07704.1,Nairoviridae,Nairoviridae-Peribunyaviridae,Nairoviridae,145,46,RNA-dependent RNA polymerase,Replication-Transcription,Amblyomma gemma,ssRNA(-),Orthonairovirus,2,1.0,50.0
733,685,NODE_2460_length_1211_cov_3.497248_1_2_1210,403,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
734,686,NODE_2465_length_1211_cov_1.843119_1_1_1209,403,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,1.0,33.33
735,687,NODE_2470_length_1210_cov_9.815427_1_1_1209,403,132,0.9,QRN45811.1,Reoviridae,Reoviridae,Sedoreoviridae,3292,797,VP2,Structural-Envelope,Ovis aries,dsRNA,Orbivirus,3,1.0,33.33
736,688,NODE_2482_length_1208_cov_6.581417_1_112_1149,345,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
737,689,NODE_2485_length_1208_cov_3.648574_1_3_1208,402,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
738,690,NODE_2489_length_1208_cov_2.133395_1_3_941,312,20,1.0,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus,1,1.0,100.0
739,691,NODE_2522_length_1204_cov_12.646353_1_228_1160,310,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
740,692,NODE_2531_length_1203_cov_2.621996_1_9_1202,397,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
742,693,NODE_2542_length_1201_cov_7.812037_1_1_1107,369,809,0.99,YP_009330159.1,Baculoviridae,Baculoviridae,Baculoviridae,6548,49,efp-envelope fusion protein,Structural-Envelope,Plutella xylostella,dsDNA,Betabaculovirus,2,1.0,50.0
743,694,NODE_2545_length_1201_cov_4.023148_1_2_913,303,44,1.0,AVM87430.1,Togaviridae,Togaviridae-Flaviviridae,Togaviridae,1946,3099,structural polyprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Alphavirus,1,1.0,100.0
744,695,NODE_2553_length_1200_cov_11.101946_1_84_1199,372,126,0.87,QIM73742.1,Arenaviridae,Arenaviridae,Arenaviridae,758,817,polymerase,Replication-Transcription,Homo sapiens,ssRNA(+/-),Mammarenavirus,2,2.0,100.0
745,696,NODE_2554_length_1200_cov_3.391103_1_3_923,306,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
746,697,NODE_2555_length_1200_cov_3.370714_1_2_1198,399,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
747,698,NODE_2562_length_1199_cov_11.408163_1_226_1197,323,978,0.89,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
748,699,NODE_2577_length_1197_cov_2.216543_1_1_1071,357,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
749,700,NODE_2580_length_1196_cov_7.763721_1_1_1149,383,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
750,701,NODE_2586_length_1196_cov_2.724651_1_1_1194,398,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
751,702,NODE_2589_length_1196_cov_1.278140_1_1_1194,398,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
752,703,NODE_2593_length_1195_cov_6.622905_1_1_1194,398,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
753,704,NODE_2600_length_1194_cov_3.040075_1_1_1194,398,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
754,705,NODE_2607_length_1193_cov_11.965485_1_3_971,322,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
755,706,NODE_2613_length_1193_cov_1.201493_1_151_1191,346,979,0.89,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
756,707,NODE_2625_length_1191_cov_2.815888_1_82_1191,370,58,0.9,AXU24940.1,Potyviridae,Potyviridae-Bromoviridae,Potyviridae,215,2319,polyprotein,Polyprotein,Glycine max,ssRNA(+),Potyvirus,2,2.0,100.0
757,708,NODE_2630_length_1190_cov_14.347053_1_253_1188,312,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
758,709,NODE_2632_length_1190_cov_7.199252_1_132_1190,352,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
759,710,NODE_2633_length_1190_cov_5.008419_1_50_1189,379,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
760,711,NODE_2637_length_1190_cov_3.181478_1_1_1188,396,259,0.99,ATZ69454.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1232,575,polyprotein- putative movement protein,Transport,Theobroma cacao,dsDNA-RT,Badnavirus,3,2.0,66.67
761,712,NODE_2638_length_1190_cov_2.579046_1_1_1188,396,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
762,713,NODE_2648_length_1189_cov_3.565543_1_1_1188,396,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
764,714,NODE_2655_length_1189_cov_1.317416_1_176_1189,337,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
765,715,NODE_2657_length_1188_cov_8.178069_1_182_1186,334,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
766,716,NODE_2667_length_1187_cov_10.143527_1_15_1187,391,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
767,717,NODE_2672_length_1187_cov_4.762664_1_202_1185,327,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
768,718,NODE_2676_length_1187_cov_2.106942_1_2_1186,395,979,0.81,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
769,719,NODE_2678_length_1187_cov_1.441839_1_3_1187,395,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
770,720,NODE_2681_length_1186_cov_5.401878_1_201_1184,327,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
771,721,NODE_2691_length_1185_cov_11.853383_1_2_1126,374,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
773,722,NODE_2693_length_1185_cov_6.261278_1_239_1183,315,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
774,723,NODE_2694_length_1185_cov_4.677632_1_3_1184,394,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
775,724,NODE_2696_length_1185_cov_3.102444_1_3_1184,394,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
776,725,NODE_2708_length_1184_cov_2.322672_1_255_1184,310,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
777,726,NODE_2712_length_1183_cov_3.871940_1_3_1181,393,355,0.95,YP_001129436.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10115,194,LMP-2B-latent membrane protein 2A,Structural-Envelope,Homo sapiens,dsDNA,Lymphocryptovirus,3,3.0,100.0
778,727,NODE_2714_length_1183_cov_3.201507_1_219_1181,321,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
779,728,NODE_2717_length_1183_cov_2.266478_1_3_1181,393,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
780,729,NODE_2723_length_1182_cov_6.106503_1_3_1181,393,978,0.98,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,3,2.0,66.67
781,730,NODE_2724_length_1182_cov_5.889727_1_36_1181,382,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
782,731,NODE_2727_length_1182_cov_4.159284_1_2_1180,393,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
783,732,NODE_2738_length_1181_cov_3.573585_1_218_1180,320,532,0.97,AWV66923.1,Tobaniviridae,Tobaniviridae,Tobaniviridae,37,119,polyprotein 1a,Polyprotein,Sus scrofa,ssRNA(+),Torovirus,1,1.0,100.0
784,733,NODE_2739_length_1181_cov_2.164151_1_3_914,304,830,1.0,ARF07704.1,Nairoviridae,Nairoviridae-Peribunyaviridae,Nairoviridae,145,46,RNA-dependent RNA polymerase,Replication-Transcription,Amblyomma gemma,ssRNA(-),Orthonairovirus,1,1.0,100.0
785,734,NODE_2745_length_1181_cov_1.016038_1_40_1074,344,978,0.97,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,2,1.0,50.0
786,735,NODE_2750_length_1180_cov_3.683664_1_2_1180,393,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
787,736,NODE_2757_length_1179_cov_5.044423_1_2_1177,392,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
788,737,NODE_2779_length_1177_cov_20.417614_1_3_1175,391,20,0.98,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus,3,2.0,66.67
789,738,NODE_2781_length_1177_cov_4.465909_1_2_1177,392,978,0.98,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,3,1.0,33.33
791,739,NODE_2791_length_1176_cov_2.968720_1_2_1174,391,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
792,740,NODE_2795_length_1175_cov_5.761860_1_3_1175,391,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
793,741,NODE_2801_length_1174_cov_10.378917_1_2_1012,337,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
794,742,NODE_2811_length_1173_cov_4.269962_1_8_1171,387,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
795,743,NODE_2824_length_1172_cov_4.194101_1_2_1003,333,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
796,744,NODE_2839_length_1171_cov_2.781905_1_1_1170,390,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
797,745,NODE_2858_length_1169_cov_4.446565_1_109_1167,352,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
799,746,NODE_2869_length_1168_cov_11.346705_1_10_1167,385,978,0.95,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,3,1.0,33.33
800,747,NODE_2873_length_1168_cov_1.255014_1_1_987,329,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
801,748,NODE_2874_length_1168_cov_1.208214_1_2_1168,389,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
802,749,NODE_2875_length_1167_cov_103.038241_1_102_1055,317,979,0.83,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
803,750,NODE_2877_length_1167_cov_3.755258_1_2_1057,352,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
804,751,NODE_2889_length_1166_cov_4.789474_1_3_1166,388,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
805,752,NODE_2890_length_1166_cov_3.092823_1_130_1164,344,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
806,753,NODE_2911_length_1163_cov_13.289827_1_79_1161,360,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
807,754,NODE_2920_length_1162_cov_9.375600_1_1_906,302,20,0.99,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus,1,1.0,100.0
808,755,NODE_2932_length_1162_cov_1.015370_1_1_1161,387,771,1.0,YP_009505328.1,Phenuiviridae,Phenuiviridae,Phenuiviridae,2260,54,glycoprotein,Glycoprotein,Aedes aegypti,ssRNA(-),Phasivirus,3,1.0,33.33
809,756,NODE_2955_length_1159_cov_4.298651_1_2_1159,386,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
810,757,NODE_2960_length_1159_cov_1.864162_1_3_1157,385,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
811,758,NODE_2962_length_1159_cov_1.498073_1_3_1157,385,830,0.99,ARF07704.1,Nairoviridae,Nairoviridae-Peribunyaviridae,Nairoviridae,145,46,RNA-dependent RNA polymerase,Replication-Transcription,Amblyomma gemma,ssRNA(-),Orthonairovirus,3,1.0,33.33
812,759,NODE_2966_length_1158_cov_9.470588_1_2_1156,385,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
813,760,NODE_2967_length_1158_cov_6.676953_1_52_1158,368,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
814,761,NODE_2971_length_1158_cov_0.998071_1_3_1157,385,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
815,762,NODE_2975_length_1157_cov_4.776062_1_21_1157,379,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
816,763,NODE_2977_length_1157_cov_3.307915_1_12_1073,353,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
817,764,NODE_2990_length_1156_cov_9.714010_1_3_1154,384,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
818,765,NODE_2995_length_1156_cov_1.942029_1_3_1154,384,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
819,766,NODE_3012_length_1154_cov_10.872217_1_2_1153,384,936,1.0,AGG16061.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1220,35,ORF-C,Other-Functions,Elephas maximus,dsDNA,Proboscivirus,3,1.0,33.33
820,767,NODE_3013_length_1154_cov_10.121975_1_3_1076,358,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
821,768,NODE_3022_length_1153_cov_4.585271_1_2_1153,384,979,0.88,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
823,769,NODE_3041_length_1151_cov_3.239806_1_198_1151,318,702,1.0,QRE02500.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5706,68,ORF17,Structural-Envelope,Homo sapiens,dsDNA,Rhadinovirus,1,1.0,100.0
824,770,NODE_3043_length_1151_cov_2.531068_1_2_1117,372,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
825,771,NODE_3045_length_1151_cov_1.996117_1_3_1130,375,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
826,772,NODE_3079_length_1147_cov_2.069201_1_167_1135,322,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
827,773,NODE_3105_length_1144_cov_8.084066_1_3_1028,342,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
828,774,NODE_3107_length_1144_cov_4.614858_1_2_1144,381,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
829,775,NODE_3108_length_1144_cov_4.255132_1_224_1144,306,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
830,776,NODE_3114_length_1144_cov_2.250244_1_1_1143,381,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
831,777,NODE_3120_length_1143_cov_6.168297_1_3_1142,380,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
832,778,NODE_3127_length_1143_cov_1.682975_1_20_1141,374,574,0.99,AXU44617.1,Secoviridae,Secoviridae,Secoviridae,214,103,coat protein 1,Structural-Envelope,Oryza sativa,ssRNA(+),Waikavirus,2,1.0,50.0
833,779,NODE_3142_length_1141_cov_3.593137_1_1_1140,380,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
835,780,NODE_3157_length_1140_cov_5.181551_1_195_1139,315,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
836,781,NODE_3159_length_1140_cov_4.042198_1_2_1138,379,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
838,782,NODE_3164_length_1140_cov_2.452404_1_162_1139,325,979,0.89,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
839,783,NODE_3168_length_1139_cov_4.379175_1_3_1139,379,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
